new_market,date_created,new_type,contacts_n,contacts_n_1,contacts_n_2,contacts_n_3,contacts_n_4,contacts_n_5,contacts_n_6,contacts_n_7
market_1,2022-02-17,type_1,15,1,1,1,1,0,0,1
market_1,2022-01-14,type_3,17,null,1,null,1,1,2,1
market_1,2022-01-22,type_1,53,1,1,1,0,1,1,1
market_1,2022-02-16,type_4,3,null,null,null,null,null,null,null
market_2,2022-03-16,type_4,null,null,null,null,null,1,null,null
market_2,2022-02-01,type_2,28,1,null,1,null,null,2,null
market_2,2022-01-05,type_1,11,2,0,0,0,0,0,0
market_2,2022-03-30,type_5,38,3,2,null,null,null,null,1
market_2,2022-01-24,type_1,1,0,0,0,0,0,0,0
market_2,2022-02-27,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-28,type_2,29,null,2,null,1,null,null,1
market_2,2022-01-10,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-03,type_3,5,null,null,null,null,null,null,null
market_2,2022-02-23,type_2,29,null,1,null,1,null,null,null
market_2,2022-03-24,type_2,20,null,null,null,1,1,null,null
market_2,2022-01-30,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-12,type_2,9,null,null,2,null,null,null,null
market_2,2022-03-10,type_2,19,null,null,null,2,null,null,null
market_2,2022-03-28,type_3,2,null,null,null,null,null,null,null
market_2,2022-03-18,type_2,16,1,null,null,null,null,null,null
market_2,2022-03-17,type_1,3,0,0,0,0,0,0,0
market_2,2022-03-31,type_1,1,0,1,0,0,0,0,0
market_2,2022-01-15,type_1,2,0,0,0,0,0,0,0
market_2,2022-02-16,type_2,18,null,1,null,null,null,null,1
market_2,2022-02-14,type_2,25,null,null,1,null,null,null,null
market_2,2022-03-26,type_4,1,null,null,null,null,null,null,null
market_2,2022-03-22,type_5,26,1,2,null,null,null,1,2
market_2,2022-03-05,type_5,39,null,1,1,null,null,null,null
market_2,2022-02-14,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-07,type_2,29,null,1,null,null,1,1,1
market_2,2022-01-16,type_2,9,1,null,null,null,null,null,null
market_2,2022-03-27,type_5,10,null,1,null,null,null,null,null
market_2,2022-01-11,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-26,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-10,type_1,8,0,0,0,0,0,0,0
market_2,2022-01-21,type_2,18,null,null,null,null,null,null,null
market_2,2022-02-26,type_5,16,null,null,null,null,1,null,1
market_2,2022-03-17,type_5,18,1,1,null,null,2,null,1
market_2,2022-02-07,type_5,33,2,1,null,null,null,null,null
market_2,2022-03-22,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-24,type_2,15,1,1,2,1,null,null,1
market_2,2022-02-21,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-11,type_1,4,1,0,0,0,0,0,0
market_2,2022-01-31,type_5,25,null,null,null,1,1,null,1
market_2,2022-02-12,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-24,type_1,null,0,1,0,1,0,0,0
market_2,2022-03-31,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-01,type_2,40,2,null,1,null,3,null,null
market_2,2022-03-04,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-15,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-15,type_2,20,null,2,null,null,null,null,null
market_2,2022-01-13,type_1,4,0,1,0,0,0,0,0
market_2,2022-03-21,type_4,1,null,null,null,null,1,null,null
market_2,2022-02-06,type_4,null,null,null,1,null,null,null,null
market_2,2022-02-23,type_5,25,null,null,null,1,null,null,null
market_2,2022-02-16,type_4,1,null,null,null,null,null,null,null
market_2,2022-01-29,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-10,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-27,type_1,3,0,0,0,0,0,0,0
market_2,2022-03-27,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-09,type_3,2,null,null,null,null,null,null,null
market_2,2022-02-22,type_1,5,0,0,0,1,0,1,0
market_2,2022-01-20,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-28,type_5,36,4,1,null,1,null,null,null
market_2,2022-03-12,type_1,2,0,0,0,1,1,0,0
market_2,2022-02-09,type_4,2,null,null,null,null,null,null,null
market_2,2022-03-26,type_5,14,null,1,null,null,null,1,1
market_2,2022-01-01,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-29,type_5,38,4,null,1,null,null,null,1
market_2,2022-01-24,type_4,1,null,null,null,null,null,null,null
market_2,2022-01-09,type_1,5,0,0,0,0,0,0,0
market_2,2022-01-04,type_4,null,1,null,null,null,null,null,null
market_2,2022-01-27,type_2,44,3,null,null,1,1,null,1
market_2,2022-03-03,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-22,type_5,23,1,1,1,null,null,null,1
market_2,2022-02-02,type_5,31,3,1,null,1,4,null,null
market_2,2022-02-20,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-06,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-24,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-01,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-28,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-02,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-29,type_3,1,null,null,1,null,null,null,null
market_2,2022-01-28,type_4,1,null,null,1,null,null,null,null
market_2,2022-01-29,type_5,19,null,null,null,null,null,1,null
market_2,2022-02-25,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-21,type_1,5,0,0,1,0,0,1,0
market_2,2022-01-30,type_2,15,null,null,null,null,null,null,null
market_2,2022-01-26,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-30,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-04,type_5,25,2,null,null,1,null,null,null
market_2,2022-03-20,type_2,7,null,null,null,null,null,null,null
market_2,2022-03-01,type_5,20,2,null,null,null,1,null,null
market_2,2022-03-26,type_1,3,1,0,0,0,0,1,1
market_2,2022-01-14,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-17,type_3,3,null,null,null,null,null,null,null
market_2,2022-02-01,type_3,1,null,null,null,null,null,null,null
market_2,2022-03-13,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-07,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-29,type_1,6,0,0,0,0,0,0,0
market_2,2022-01-31,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-18,type_3,2,null,null,null,null,null,null,null
market_2,2022-03-14,type_2,32,3,null,null,null,null,null,null
market_2,2022-01-08,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-18,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-07,type_5,31,null,1,1,2,2,1,2
market_2,2022-03-24,type_3,2,null,null,null,1,1,null,null
market_2,2022-02-28,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-21,type_3,2,null,null,null,null,null,null,null
market_2,2022-03-22,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-25,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-04,type_2,33,2,null,null,null,null,3,null
market_2,2022-03-09,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-02,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-20,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-07,type_1,2,0,1,0,0,0,0,0
market_2,2022-03-24,type_1,2,0,0,0,0,0,0,0
market_2,2022-01-02,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-09,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-22,type_2,17,1,null,null,null,null,1,null
market_2,2022-01-10,type_2,37,null,1,1,null,null,null,null
market_2,2022-01-28,type_2,36,2,null,2,null,1,null,null
market_2,2022-03-04,type_5,16,1,null,null,null,null,1,null
market_2,2022-02-02,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-08,type_5,24,null,1,null,null,null,null,null
market_2,2022-02-18,type_5,18,1,1,null,null,1,null,null
market_2,2022-02-13,type_2,11,null,1,null,null,null,null,null
market_2,2022-03-19,type_5,11,1,1,1,1,1,null,null
market_2,2022-01-29,type_1,1,0,0,0,0,0,0,0
market_2,2022-02-17,type_2,33,2,null,null,1,2,3,null
market_2,2022-02-15,type_5,23,1,1,1,2,null,null,null
market_2,2022-02-11,type_1,2,0,0,0,0,0,0,0
market_2,2022-03-18,type_3,1,null,null,1,null,null,1,null
market_2,2022-03-11,type_5,17,null,2,5,3,null,null,1
market_2,2022-03-29,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-05,type_2,11,null,null,null,1,null,null,null
market_2,2022-03-31,type_5,17,null,null,null,null,null,null,null
market_2,2022-02-26,type_2,13,1,null,null,null,null,null,null
market_2,2022-01-23,type_5,12,null,null,null,null,null,1,1
market_2,2022-03-26,type_2,11,2,null,null,null,1,null,null
market_2,2022-02-09,type_1,1,0,0,0,0,0,0,0
market_2,2022-01-16,type_5,11,1,1,null,null,null,null,null
market_2,2022-02-07,type_4,1,null,1,null,null,null,null,null
market_2,2022-01-05,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-03,type_5,23,2,4,2,1,1,2,null
market_2,2022-02-11,type_2,17,null,1,null,null,null,null,null
market_2,2022-02-03,type_4,null,null,null,null,null,null,1,null
market_2,2022-03-18,type_1,4,1,0,0,0,0,0,0
market_2,2022-03-31,type_3,1,null,null,null,null,null,1,null
market_2,2022-02-16,type_1,3,0,0,1,0,0,0,0
market_2,2022-01-09,type_2,6,1,null,null,null,null,null,null
market_2,2022-03-12,type_3,1,null,null,null,null,null,null,null
market_2,2022-02-21,type_5,20,1,1,null,null,null,1,null
market_2,2022-01-27,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-07,type_3,1,null,null,null,null,null,null,null
market_2,2022-03-20,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-04,type_1,7,0,0,0,0,0,0,0
market_2,2022-01-16,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-27,type_1,3,0,0,0,0,0,0,0
market_2,2022-02-19,type_5,11,null,2,null,null,null,null,null
market_2,2022-01-04,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-12,type_2,29,3,2,null,null,null,null,1
market_2,2022-01-22,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-20,type_3,1,null,null,null,null,null,null,null
market_2,2022-03-03,type_2,24,5,null,null,null,null,null,null
market_2,2022-02-09,type_2,15,null,null,null,null,null,1,null
market_2,2022-01-27,type_5,15,null,null,null,null,null,1,null
market_2,2022-01-12,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-20,type_1,5,0,0,0,0,0,0,0
market_2,2022-01-10,type_3,7,null,1,null,null,null,null,null
market_2,2022-03-30,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-25,type_1,3,0,0,1,1,0,0,0
market_2,2022-01-17,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-14,type_3,1,null,null,null,null,null,null,null
market_2,2022-03-16,type_3,null,null,null,null,null,1,null,null
market_2,2022-01-01,type_2,21,2,4,null,null,1,1,null
market_2,2022-02-17,type_5,23,4,1,null,null,1,null,4
market_2,2022-02-05,type_5,19,null,null,1,1,null,null,null
market_2,2022-01-13,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-22,type_2,16,1,null,null,null,null,null,null
market_2,2022-02-28,type_2,43,2,null,null,2,null,null,1
market_2,2022-02-20,type_2,3,null,1,null,2,null,null,null
market_2,2022-01-08,type_1,1,4,1,0,0,0,0,0
market_2,2022-03-23,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-20,type_5,17,3,2,1,null,null,null,null
market_2,2022-03-27,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-26,type_1,2,0,0,1,0,0,0,0
market_2,2022-01-14,type_1,5,0,0,0,0,0,2,0
market_2,2022-02-11,type_3,1,null,null,null,null,null,null,null
market_2,2022-02-23,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-26,type_2,23,null,null,null,2,null,null,null
market_2,2022-02-14,type_1,4,0,0,0,0,0,0,0
market_2,2022-03-11,type_4,1,null,null,null,null,null,null,null
market_2,2022-01-18,type_2,26,2,1,1,null,null,null,null
market_2,2022-02-12,type_3,1,null,null,null,null,null,null,null
market_2,2022-03-13,type_5,6,4,null,null,null,null,null,null
market_2,2022-02-07,type_1,3,0,0,0,0,0,0,0
market_2,2022-03-21,type_5,19,1,1,1,null,null,1,null
market_2,2022-01-13,type_2,31,1,null,null,null,null,null,null
market_2,2022-03-14,type_5,36,5,null,1,1,2,null,null
market_2,2022-03-29,type_2,18,2,1,null,null,null,null,1
market_2,2022-02-25,type_1,3,0,0,0,0,0,0,0
market_2,2022-01-03,type_5,32,2,null,1,4,null,null,1
market_2,2022-01-19,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-28,type_5,38,2,1,null,null,null,null,null
market_2,2022-03-23,type_1,3,0,1,0,0,0,0,0
market_2,2022-03-08,type_1,3,0,0,0,0,0,0,0
market_2,2022-01-15,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-20,type_5,13,null,null,null,null,1,null,null
market_2,2022-01-23,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-10,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-18,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-20,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-10,type_3,1,null,null,null,null,null,null,null
market_2,2022-02-22,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-04,type_5,33,3,null,1,null,null,null,null
market_2,2022-02-15,type_3,2,null,null,null,null,null,null,null
market_2,2022-01-06,type_5,22,1,null,null,null,null,null,1
market_2,2022-03-28,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-26,type_5,27,1,2,null,null,null,null,null
market_2,2022-02-09,type_5,27,2,null,1,null,null,null,null
market_2,2022-02-23,type_3,null,1,null,null,null,null,null,1
market_2,2022-02-03,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-14,type_5,34,1,null,null,null,null,null,null
market_2,2022-01-24,type_5,24,5,null,1,null,null,null,null
market_2,2022-03-16,type_5,26,3,2,null,null,null,1,null
market_2,2022-02-27,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-23,type_2,12,3,null,1,1,null,null,1
market_2,2022-02-13,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-17,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-24,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-17,type_1,6,0,0,0,0,0,0,0
market_2,2022-01-05,type_5,29,2,3,null,null,null,null,null
market_2,2022-03-30,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-04,type_2,16,null,null,1,null,null,null,null
market_2,2022-02-22,type_2,28,2,2,null,null,1,null,2
market_2,2022-01-29,type_2,15,null,1,null,null,null,null,null
market_2,2022-01-25,type_2,25,1,null,null,null,null,null,1
market_2,2022-02-26,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-15,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-06,type_5,11,4,null,1,null,null,null,null
market_2,2022-03-13,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-13,type_1,null,0,0,0,0,0,0,0
market_2,2022-03-15,type_3,4,null,null,null,null,null,null,null
market_2,2022-03-31,type_2,32,2,null,1,null,null,1,null
market_2,2022-03-18,type_5,23,1,1,4,1,null,2,1
market_2,2022-01-07,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-12,type_1,6,0,0,0,0,0,0,1
market_2,2022-02-02,type_3,1,null,null,null,null,null,null,null
market_2,2022-02-04,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-18,type_1,3,0,0,0,0,0,0,0
market_2,2022-02-17,type_3,1,1,null,null,null,null,null,null
market_2,2022-02-20,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-23,type_5,26,2,2,1,null,null,null,null
market_2,2022-02-11,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-19,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-16,type_5,21,null,3,null,null,1,1,null
market_2,2022-02-03,type_2,36,1,1,null,5,1,1,1
market_2,2022-03-01,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-05,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-25,type_5,25,1,null,null,null,null,null,null
market_2,2022-03-28,type_1,6,0,0,1,0,0,0,0
market_2,2022-03-06,type_1,null,0,0,0,0,0,0,0
market_2,2022-01-28,type_5,10,null,null,1,null,null,null,null
market_2,2022-02-13,type_1,3,0,0,0,0,0,0,0
market_2,2022-01-05,type_2,39,3,1,null,null,null,null,null
market_2,2022-01-14,type_2,28,2,null,null,null,null,null,null
market_2,2022-03-02,type_3,3,null,null,null,null,null,null,1
market_2,2022-03-14,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-13,type_5,12,1,null,null,null,null,null,null
market_2,2022-02-21,type_2,18,1,null,null,1,null,null,3
market_2,2022-02-05,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-08,type_5,21,2,1,null,2,1,1,null
market_2,2022-03-01,type_1,1,0,0,0,0,0,0,0
market_2,2022-01-14,type_4,1,null,null,null,null,null,null,null
market_2,2022-02-08,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-24,type_3,1,null,null,null,null,null,1,null
market_2,2022-01-24,type_2,20,3,null,null,null,null,null,1
market_2,2022-02-04,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-18,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-16,type_1,3,0,0,0,0,0,0,0
market_2,2022-03-06,type_5,10,5,1,null,null,null,null,null
market_2,2022-03-17,type_2,13,null,1,null,1,null,null,1
market_2,2022-02-06,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-19,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-23,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-16,type_1,5,0,0,0,0,0,0,0
market_2,2022-02-12,type_5,16,null,1,1,1,null,null,null
market_2,2022-03-30,type_1,3,1,0,0,0,0,0,0
market_2,2022-02-27,type_5,8,1,null,null,null,null,null,null
market_2,2022-03-15,type_1,5,0,0,0,0,0,0,0
market_2,2022-02-09,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-03,type_1,3,0,0,0,0,0,0,0
market_2,2022-02-26,type_1,1,0,1,0,0,0,0,0
market_2,2022-02-27,type_1,null,0,0,0,0,0,0,0
market_2,2022-01-31,type_2,38,null,null,1,null,1,null,null
market_2,2022-03-05,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-08,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-11,type_2,17,null,null,null,null,null,null,null
market_2,2022-03-25,type_2,23,1,null,null,null,1,null,null
market_2,2022-03-23,type_2,28,null,1,null,null,null,null,null
market_2,2022-02-19,type_2,14,null,1,null,null,null,null,null
market_2,2022-03-23,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-07,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-23,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-25,type_5,14,1,null,2,null,null,null,null
market_2,2022-03-07,type_5,34,5,null,1,null,null,null,null
market_2,2022-02-19,type_1,3,0,0,0,0,0,0,0
market_2,2022-03-07,type_3,2,null,null,null,null,null,null,null
market_2,2022-03-21,type_3,2,null,null,1,null,null,null,2
market_2,2022-03-25,type_3,null,null,null,null,1,null,null,1
market_2,2022-03-15,type_5,26,2,1,1,null,null,null,2
market_2,2022-02-18,type_2,25,null,null,1,2,1,1,null
market_2,2022-02-10,type_5,13,null,null,null,null,null,null,null
market_2,2022-01-01,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-12,type_1,2,0,0,0,0,0,0,0
market_2,2022-01-10,type_5,26,1,4,1,null,null,null,1
market_2,2022-01-25,type_5,30,2,null,null,null,null,null,null
market_2,2022-01-21,type_5,23,2,1,1,2,null,null,null
market_2,2022-03-27,type_2,11,1,null,null,null,null,null,null
market_2,2022-03-09,type_5,17,3,null,2,1,3,null,null
market_2,2022-01-13,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-10,type_1,5,0,0,0,0,0,0,1
market_2,2022-01-03,type_2,66,3,3,4,6,2,1,2
market_2,2022-02-01,type_1,2,1,0,1,0,0,0,0
market_2,2022-01-28,type_1,3,0,0,0,0,0,0,0
market_2,2022-01-17,type_2,26,2,null,null,null,null,null,null
market_2,2022-01-09,type_3,1,1,null,null,null,null,null,null
market_2,2022-03-02,type_5,27,4,null,1,null,3,null,null
market_2,2022-03-04,type_3,4,null,null,1,null,1,null,null
market_2,2022-01-30,type_5,10,2,null,null,null,null,null,null
market_2,2022-02-15,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-31,type_4,2,null,null,null,null,null,null,null
market_2,2022-01-06,type_4,1,null,null,null,null,null,null,null
market_2,2022-01-18,type_1,5,0,0,0,0,0,0,0
market_2,2022-03-07,type_2,33,1,1,null,null,null,null,3
market_2,2022-01-04,type_2,48,7,4,2,null,null,1,2
market_2,2022-03-16,type_2,18,1,1,1,null,null,null,null
market_2,2022-01-07,type_1,5,0,0,0,0,1,0,0
market_2,2022-03-30,type_2,31,1,null,null,null,null,null,2
market_2,2022-01-12,type_5,27,1,1,null,null,null,null,2
market_2,2022-03-14,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-08,type_2,20,null,null,null,null,null,null,null
market_2,2022-03-24,type_5,33,1,null,null,4,1,1,null
market_2,2022-02-20,type_5,14,1,1,null,null,null,null,1
market_2,2022-02-24,type_5,26,null,1,null,null,null,1,null
market_2,2022-03-04,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-03,type_5,24,null,2,null,null,null,null,null
market_2,2022-01-19,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-15,type_5,22,1,1,null,2,null,1,1
market_2,2022-02-16,type_3,2,null,null,null,null,null,null,null
market_2,2022-01-25,type_1,4,0,0,0,0,0,0,0
market_2,2022-01-01,type_1,2,0,0,0,0,0,0,0
market_2,2022-03-18,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-25,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-30,type_4,null,1,null,null,null,null,null,null
market_2,2022-02-05,type_1,1,0,1,0,0,0,0,0
market_2,2022-03-08,type_5,25,2,3,null,null,null,null,2
market_2,2022-01-21,type_4,1,null,null,null,null,null,null,null
market_2,2022-02-01,type_5,17,4,null,null,1,1,1,null
market_2,2022-02-14,type_5,18,1,null,null,null,null,null,null
market_2,2022-01-12,type_3,1,null,null,null,null,null,null,null
market_2,2022-03-08,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-06,type_1,8,0,0,0,0,0,1,0
market_2,2022-01-11,type_5,33,4,null,1,null,null,null,null
market_2,2022-03-25,type_4,1,null,null,null,null,null,null,null
market_2,2022-02-15,type_1,1,0,0,0,0,0,0,0
market_2,2022-01-11,type_2,22,2,1,null,null,null,null,null
market_2,2022-02-08,type_1,4,0,0,0,0,0,0,0
market_2,2022-01-02,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-15,type_2,15,1,null,null,null,null,null,null
market_2,2022-03-10,type_1,2,1,0,0,0,0,0,0
market_2,2022-03-22,type_1,2,0,0,0,0,0,1,0
market_2,2022-02-08,type_3,1,null,null,null,null,null,null,null
market_2,2022-01-16,type_3,1,null,null,null,null,null,null,null
market_2,2022-03-10,type_5,23,null,null,1,2,null,1,1
market_2,2022-01-20,type_2,21,null,null,null,1,2,null,null
market_2,2022-03-03,type_1,4,0,0,0,0,0,0,0
market_2,2022-01-22,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-13,type_2,10,null,null,null,null,null,null,null
market_2,2022-03-06,type_2,9,null,1,null,null,null,null,null
market_2,2022-03-17,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-24,type_4,1,null,null,null,null,null,null,null
market_2,2022-01-26,type_3,3,null,null,null,null,null,null,null
market_2,2022-03-05,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-12,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-27,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-12,type_5,16,1,2,null,null,null,null,null
market_2,2022-03-19,type_2,9,null,1,null,null,1,null,null
market_2,2022-02-22,type_4,1,null,null,null,null,null,null,null
market_2,2022-02-06,type_2,4,1,null,null,null,1,null,1
market_2,2022-02-21,type_4,1,null,null,null,null,null,null,null
market_2,2022-03-19,type_1,5,0,0,0,0,0,0,0
market_2,2022-01-19,type_2,24,null,1,null,1,1,null,null
market_2,2022-01-18,type_5,39,1,null,1,null,1,null,null
market_2,2022-03-09,type_1,5,0,0,0,0,0,0,0
market_2,2022-01-19,type_1,2,0,0,0,0,0,0,0
market_2,2022-03-06,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-17,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-08,type_2,24,3,null,null,null,null,null,2
market_2,2022-01-09,type_5,13,null,null,null,null,2,null,null
market_2,2022-01-02,type_1,4,0,0,1,0,0,0,0
market_2,2022-01-06,type_2,29,5,null,null,null,null,null,null
market_2,2022-01-11,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-07,type_2,19,null,null,1,null,null,null,null
market_2,2022-01-03,type_1,12,0,0,1,0,0,0,0
market_2,2022-02-10,type_2,19,3,null,null,null,null,null,2
market_2,2022-03-02,type_2,32,null,4,null,1,null,null,1
market_2,2022-03-19,type_3,2,null,null,null,null,null,null,null
market_2,2022-01-08,type_4,null,null,null,null,null,null,null,null
market_2,2022-02-27,type_2,11,1,null,null,null,null,null,null
market_2,2022-03-03,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-25,type_3,1,null,null,null,null,null,null,null
market_2,2022-02-02,type_1,4,0,2,0,0,0,0,0
market_2,2022-02-25,type_2,13,null,null,2,null,null,1,null
market_2,2022-02-08,type_2,17,3,null,null,null,null,null,null
market_2,2022-02-19,type_3,null,null,null,null,null,null,null,null
market_2,2022-03-01,type_4,null,null,null,null,null,null,null,null
market_2,2022-01-29,type_3,null,null,1,null,null,null,null,null
market_2,2022-03-06,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-28,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-31,type_1,1,0,0,1,0,0,0,0
market_2,2022-03-14,type_1,5,0,0,0,0,0,0,0
market_2,2022-01-19,type_5,32,null,3,1,null,2,3,null
market_2,2022-03-15,type_2,23,1,1,null,null,null,null,2
market_2,2022-01-22,type_1,3,0,0,0,0,0,0,0
market_2,2022-01-02,type_5,22,2,1,2,null,null,null,null
market_2,2022-02-21,type_1,1,0,0,0,0,0,0,0
market_2,2022-02-13,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-21,type_2,32,2,null,1,null,null,null,1
market_2,2022-01-02,type_2,12,1,2,1,3,null,null,null
market_2,2022-01-13,type_5,22,6,1,null,null,null,1,null
market_2,2022-02-05,type_4,null,null,null,null,null,null,null,null
market_2,2022-03-11,type_3,null,null,null,null,null,null,null,null
market_2,2022-02-06,type_1,null,1,0,0,0,0,0,0
market_2,2022-01-17,type_5,25,2,2,1,null,2,null,null
market_2,2022-01-23,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-05,type_2,16,null,2,1,null,2,null,null
market_2,2022-02-22,type_5,23,1,4,null,null,1,1,null
market_2,2022-03-11,type_1,4,0,0,0,0,0,0,0
market_2,2022-02-11,type_5,18,1,null,null,1,3,null,null
market_2,2022-02-12,type_2,11,1,null,1,null,null,null,null
market_2,2022-02-26,type_3,null,null,null,null,null,null,null,null
market_2,2022-01-04,type_1,8,1,1,0,0,0,0,0
market_2,2022-03-09,type_2,25,4,1,1,null,null,1,null
market_2,2022-02-02,type_2,24,1,null,null,1,1,1,null
market_2,2022-02-28,type_1,5,0,0,0,0,0,0,0
market_2,2022-02-10,type_3,1,null,null,null,1,null,1,null
market_2,2022-02-17,type_1,4,0,0,0,0,2,0,0
